industry,stage,goal,revenue,fixed_cost,variable_cost,total_cost,profit,cash_reserve,debt,growth_rate,customer_count,CAC,LTV,profit_margin,burn_rate,runway_months,debt_ratio,risk_level,health_score,recommendation
Healthcare,Mature,Survival,376241019,104020422.061944,237056591.000631,341077013.062575,35164005.937425,307362681.608287,68173601.0077337,0.222586395204725,83863,473.235469020322,1368.36134007097,0.0934613828946305,0,24.4260324126595,0.18119662015835,Low,100,Reduce costs and extend runway
SaaS,Mature,Survival,411084849,244214973.714662,189403972.650122,433618946.364784,-22534097.364784,189558738.012139,217047553.525096,0.308611100100608,16471,288.342760260203,676.591390357519,-0.0548161709671377,22534097.364784,8.41208480391047,0.527987236827343,High,100,Reduce costs and extend runway
Fintech,Startup,Growth,1341082,550453.726775428,884284.608866378,1434738.33564181,-93656.3356418063,1449040.39106976,908353.614364186,0.328162145939046,59140,338.91424076943,608.178174395466,-0.0698363975072414,93656.3356418063,15.4718885929052,0.677328913790645,High,100,Stabilize finances
Fintech,Growth,Survival,16002109,3735474.47789611,7569022.37781745,11304496.8557136,4697612.14428645,16464609.5833439,64796.8131358645,-0.0195959742912507,77605,361.352838961712,1366.58744049268,0.293562063868359,0,17.3824634270534,0.00404926707697495,Low,100,Reduce costs and extend runway
SaaS,Startup,Cost Optimization,4774351,3713914.23482397,3790612.45304101,7504526.68786498,-2730175.68786498,6153721.9947628,2511739.81597363,0.184154301667736,70191,278.966334577442,1039.75332510202,-0.571842264606222,2730175.68786498,2.25396556789906,0.526090313840275,High,0,Cut operational inefficiencies
Healthcare,Mature,Cost Optimization,183568263,86850027.4625353,74448316.8093792,161298344.271915,22269918.7280855,147532331.640965,84720995.2150505,0.146258846909432,94760,153.5833707087,498.712362776641,0.121316824401642,0,25.7281007810204,0.461523107701087,Low,100,Cut operational inefficiencies
SaaS,Startup,Survival,4418427,2243846.59014858,3601511.68605893,5845358.27620751,-1426931.27620751,5906958.07924778,2642992.65519618,0.376535923511977,3520,242.682866742791,1185.09126934107,-0.322950062591849,1426931.27620751,4.13962338462945,0.598175019117931,High,100,Reduce costs and extend runway
Manufacturing,Startup,Survival,4435868,3070868.92586055,2458830.69619962,5529699.62206017,-1093831.62206017,2411740.65363599,601477.961005555,0.178400631229175,23193,363.213408503738,1269.50862500886,-0.246587955741733,1093831.62206017,2.2048554868926,0.135594197348874,High,100,Reduce costs and extend runway
E-commerce,Mature,Cost Optimization,114785345,29104103.0525089,45793126.7344484,74897229.7869573,39888115.2130427,63312275.554398,77931884.1612064,-0.0316893342789856,78169,211.77101804889,535.266380200935,0.347501810558157,0,31.4246677314843,0.67893583593974,Low,100,Cut operational inefficiencies
Manufacturing,Growth,Growth,14185687,8613945.33735612,10384496.8066351,18998442.1439912,-4812755.14399121,11378663.1545653,9059492.43394533,0.224981965388883,6755,228.55272224625,383.440584276616,-0.33926838678953,4812755.14399121,2.36427219215001,0.63863614317342,High,22.5520473403711,Stabilize finances
Manufacturing,Mature,Profit Maximization,52503771,19198209.1336712,25289230.3145295,44487439.4482007,8016331.55179932,54647845.9389758,13783402.004906,-0.0224791916361279,50400,427.520075931214,1928.72098102943,0.152681062695465,0,18.0060326523807,0.262522133979786,Low,100,Improve margins
E-commerce,Growth,Profit Maximization,8503157,3641274.4848151,5507762.75546086,9149037.24027596,-645880.24027596,10705615.8604953,1847177.63636244,0.382625915195385,87242,88.4063592471956,148.601013699302,-0.0759576990376586,645880.24027596,16.57523360046,0.217234332655794,Medium,100,Improve margins
Fintech,Growth,Profit Maximization,36530803,17114922.7739863,11851147.1343906,28966069.9083768,7564733.09162318,40199706.4657872,1200183.49179717,0.0994104507223973,79734,247.537139317536,439.27874767165,0.207078204429921,0,12.608417841971,0.0328540134143006,Low,100,Improve margins
Healthcare,Growth,Profit Maximization,32657342,16387619.0952874,22382587.6748189,38770206.7701063,-6112864.77010626,11188798.8280955,4087054.4031826,0.0251214490822977,7905,92.2429805365813,197.402836946774,-0.187181944265589,6112864.77010626,1.83036910661137,0.125149634136869,High,100,Improve margins
Healthcare,Startup,Growth,4701020,3428702.66931193,3924196.6776807,7352899.34699263,-2651879.34699263,4496098.04744766,1578038.62837943,0.0238654947505787,67315,121.390901439121,233.140484372526,-0.564107225026192,2651879.34699263,1.69543838883412,0.335680049942232,High,0,Stabilize finances
Healthcare,Growth,Survival,6748014,2736431.47123352,2179565.29854263,4915996.76977615,1832017.23022385,7322411.720829,2559785.3096919,-0.0510829196744993,35347,413.110839672851,1120.3835005458,0.271489838376721,0,23.1521715105507,0.37933906326986,Low,100,Reduce costs and extend runway
Healthcare,Mature,Cost Optimization,368453493,101800557.441829,222827673.484755,324628230.926584,43825262.0734165,230083606.233381,184480217.658877,0.151568129290044,60260,292.719851780028,1139.81398387401,0.118943809479414,0,26.7804279453579,0.500687932571389,Low,100,Cut operational inefficiencies
E-commerce,Startup,Survival,3437690,2803552.006256,2768442.83649706,5571994.84275307,-2134304.84275307,3103250.40367926,353395.503446945,0.305602088368002,93710,473.659163949436,1350.57243009201,-0.62085436521416,2134304.84275307,1.45398648848884,0.102800282587128,High,100,Reduce costs and extend runway
SaaS,Growth,Profit Maximization,40610155,13195914.8563975,23019116.3347427,36215031.1911402,4395123.80885982,25509785.2830644,1265839.07392328,0.209126942168946,27450,82.034891807103,214.637297331534,0.108227210875206,0,32.2770074632669,0.0311705058481869,Low,100,Improve margins
E-commerce,Growth,Cost Optimization,7597480,4040733.0362432,3915547.21052834,7956280.24677155,-358800.246771546,4464820.53984151,5692932.48060856,-0.0804068366621769,33596,411.566418673182,1023.61548442295,-0.0472262180053842,358800.246771546,12.4437499138186,0.749318521484566,High,100,Cut operational inefficiencies
E-commerce,Startup,Growth,791095,768199.711230081,518240.424024492,1286440.13525457,-495345.135254573,536097.193562743,235441.318064193,0.288206480370998,59131,440.202473244375,1525.9765861702,-0.626151265340538,495345.135254573,1.08227002832525,0.297614468634227,High,0,Stabilize finances
Fintech,Startup,Profit Maximization,3841196,2234396.21349778,3780601.30039809,6014997.51389587,-2173801.51389587,2415422.56133077,1641965.24321257,0.148280595341539,828,194.022320463775,899.163712572819,-0.565917884402637,2173801.51389587,1.11115138428709,0.427461978824451,High,0,Improve margins
SaaS,Startup,Growth,4198502,3719445.80510961,3674623.38171507,7394069.18682468,-3195567.18682468,3256061.44096315,1655975.36816499,-0.0583577944023702,89212,299.16637355561,671.493175513225,-0.761120796613811,3195567.18682468,1.01893067821822,0.394420526217444,High,0,Stabilize finances
Healthcare,Mature,Survival,220158648,72448914.9871208,52618537.0384909,125067452.025612,95091195.9743883,322300700.570301,175410300.597086,-0.072064422661325,23814,449.466882241235,1226.23669154385,0.431921238789531,0,14.8096083942625,0.796744993624263,Low,100,Reduce costs and extend runway
Fintech,Startup,Cost Optimization,4508249,2168924.37886637,4396872.59028836,6565796.96915473,-2057547.96915473,981669.094385583,2528114.70874516,-0.0636184968179032,93205,451.35360894955,908.627567184677,-0.456396256984635,2057547.96915473,0.477106297934269,0.560775305167296,High,0,Cut operational inefficiencies
Healthcare,Startup,Cost Optimization,1437682,1143635.172399,902437.728965494,2046072.90136449,-608390.901364492,1915716.95260482,272222.434098591,0.353846853174273,1424,389.020183366524,1095.83428039806,-0.423174875504104,608390.901364492,3.14882577682914,0.189348154945663,High,100,Cut operational inefficiencies
Manufacturing,Startup,Survival,126790,92945.8699388933,69573.5277582884,162519.397697182,-35729.3976971817,32417.2202942357,49967.9495784304,-0.0943231776162905,9535,307.162861342255,1257.34307155337,-0.281799808322279,35729.3976971817,0.907298258117368,0.394100083432687,High,100,Reduce costs and extend runway
Healthcare,Mature,Growth,290687490,145450286.047264,101640260.195032,247090546.242296,43596943.7577042,181627011.971227,66442343.37915,0.33429956409473,67741,55.4695136104174,271.499744140429,0.149978740941704,0,13.0358378868138,0.228569669025489,Low,100,Invest in expansion
Healthcare,Growth,Growth,41892874,21154768.4073997,35123322.5887124,56278090.9961121,-14385216.9961121,44975166.1819074,2528135.98118302,-0.0168922840453736,52628,363.086910043078,1122.26305249439,-0.343381000695062,14385216.9961121,3.12648507103249,0.0603476376718154,High,100,Stabilize finances
Healthcare,Growth,Cost Optimization,44521538,18582726.3056285,40667008.7200267,59249735.0256553,-14728197.0256553,21964632.4508444,33851024.8031607,0.345131891945458,24059,329.059669010692,813.051864431517,-0.330810607343692,14728197.0256553,1.49133206274901,0.760329187261247,High,0,Cut operational inefficiencies
Fintech,Growth,Survival,46241273,15113075.0683875,24681069.5742482,39794144.6426357,6447128.3573643,27952069.5902369,9616330.05964522,0.126620423414416,38188,189.287427328848,823.075220780021,0.139423678006535,0,28.4335481412931,0.20795989028341,Low,100,Reduce costs and extend runway
Healthcare,Startup,Cost Optimization,222402,213387.468410166,151414.866700373,364802.335110539,-142400.335110539,248202.258146423,109139.813125209,0.109121518145309,84891,444.497668666607,1524.87483493705,-0.640283518630852,142400.335110539,1.74298928407546,0.490732156748632,High,0,Cut operational inefficiencies
Healthcare,Mature,Survival,56285088,24160968.4191719,30242023.362251,54402991.7814229,1882096.21857711,83268185.6936325,16963828.8607891,0.274789149988036,62780,486.461479016571,2163.4966775224,0.0334386297588645,0,32.1198889130673,0.301391175950353,Low,100,Reduce costs and extend runway
E-commerce,Startup,Profit Maximization,4565150,1658075.84481167,3573889.02017034,5231964.86498202,-666814.864982017,5983137.29834506,2968812.03346414,0.399858836643065,80742,299.944267521182,1257.20318570941,-0.146066364737636,666814.864982017,8.9727113364613,0.650320807304062,High,100,Improve margins
Healthcare,Growth,Cost Optimization,17243026,6551660.66713771,8503978.35744831,15055639.024586,2187386.97541398,4842241.41504283,13160581.3346791,0.20308731722544,22049,445.199300365637,1847.3531446201,0.126856328779762,0,13.1255152269893,0.763240821806978,Low,100,Cut operational inefficiencies
E-commerce,Growth,Cost Optimization,37043445,20958621.2177594,24998323.988964,45956945.2067233,-8913500.20672333,47899178.4518943,16355624.5018132,0.180468985767693,24385,406.318027761335,1448.46104971097,-0.240622874214948,8913500.20672333,5.37377880080875,0.441525471019588,High,100,Cut operational inefficiencies
Healthcare,Startup,Cost Optimization,4200673,3896223.43111797,2927938.72766034,6824162.15877831,-2623489.15877831,4050159.51300162,3294882.63744158,0.204043924770943,73653,226.50982029488,686.588011341209,-0.624540200767426,2623489.15877831,1.54380646073936,0.784370180073902,High,0,Cut operational inefficiencies
E-commerce,Startup,Cost Optimization,2032247,1360635.79974647,2133658.77196263,3494294.5717091,-1462047.5717091,1692949.51647455,1134224.48033358,0.298235887836939,55579,428.941136758419,1797.78328025503,-0.719424150562946,1462047.5717091,1.15793052786616,0.558113497194771,High,0,Cut operational inefficiencies
Fintech,Startup,Cost Optimization,1949396,857507.604884452,1506470.47262244,2363978.07750689,-414582.077506891,1776893.76912326,532673.564968918,0.168631708357035,24314,107.620627530998,218.648462494543,-0.212672067402873,414582.077506891,4.28598790330902,0.273250568365236,High,100,Cut operational inefficiencies
Fintech,Startup,Profit Maximization,2050367,773789.866775829,1389527.51284464,2163317.37962047,-112950.379620465,322350.626979832,277103.102772868,0.0392951695159793,36768,64.3121066683243,219.979791239499,-0.0550878840814669,112950.379620465,2.85391362174251,0.135148050457732,High,100,Improve margins
Healthcare,Startup,Survival,4346049,1761731.27536442,2653304.98754918,4415036.26291359,-68987.2629135931,2391265.13399683,320879.527991085,0.140572697028147,43321,86.7915643769924,395.554740439336,-0.0158735584696797,68987.2629135931,34.6624149590033,0.0738324689829969,Medium,100,Reduce costs and extend runway
Healthcare,Startup,Cost Optimization,4882883,4163055.22588046,3774467.34543134,7937522.5713118,-3054639.5713118,1749680.6679811,817782.601585861,0.085236051395691,8817,328.214647188633,916.111980973586,-0.625581151813755,3054639.5713118,0.572794474481879,0.167479458669368,High,66.8363260471093,Cut operational inefficiencies
E-commerce,Startup,Cost Optimization,2178007,1124230.72632099,1096912.21573284,2221142.94205383,-43135.9420538247,2792677.47451305,1306135.52050266,-0.0847639236332029,88969,289.677769904761,680.350756519215,-0.0198052357287303,43135.9420538247,64.7413118050922,0.59969298560687,High,100,Cut operational inefficiencies
SaaS,Mature,Growth,296032411,60120720.0041011,91460520.5377778,151581240.541879,144451170.458121,117236889.737265,77559864.6090754,-0.0401189340903744,3696,317.116604099322,1229.41608063974,0.487957281333364,0,30.9401097265761,0.261997881742332,Low,100,Invest in expansion
Healthcare,Growth,Profit Maximization,31089699,15924772.1910544,17526953.6101943,33451725.8012487,-2362026.80124869,35554654.3251527,10736132.2902059,-0.0362098486022181,60104,213.387033379386,802.486823846294,-0.0759745792729834,2362026.80124869,15.0526041052357,0.345327636983744,Medium,100,Improve margins
E-commerce,Mature,Survival,395094085,126623928.224179,214525943.05773,341149871.28191,53944213.7180902,95808522.5445944,48314993.3839371,0.0229788641922541,27239,432.867883026266,782.454879465547,0.136535108385868,0,31.3407572817874,0.122287311347466,Low,100,Reduce costs and extend runway
SaaS,Mature,Profit Maximization,155275634,40389745.3193057,38947639.4024075,79337384.7217132,75938249.2782868,232316842.98964,111377381.627358,0.18799920890283,28846,439.478206652291,1916.01609954106,0.489054511142983,0,18.1896678490786,0.717288210379217,Low,100,Improve margins
Manufacturing,Growth,Growth,47468174,22594835.6793419,28410937.8058276,51005773.4851694,-3537599.48516943,60475193.333806,7787725.84693599,0.383997033252117,64423,241.446397377388,791.132036282647,-0.0745257124314374,3537599.48516943,17.0949802506853,0.164062048119567,Medium,100,Stabilize finances
SaaS,Mature,Growth,126362381,40352132.1676001,44712284.6944715,85064416.8620716,41297964.1379284,39944134.4355426,48638407.0919658,0.166294716275793,20228,216.153716679453,667.901561991769,0.326821668055846,0,25.1664748305157,0.384912081483854,Low,100,Invest in expansion
E-commerce,Growth,Growth,46846355,20754488.3174033,20388250.7399437,41142739.057347,5703615.942653,54544101.3873955,22322803.1154144,0.135788094275079,26714,407.430252484908,763.299137175199,0.121751541665365,0,32.4174590403949,0.476510992486275,Low,100,Invest in expansion
Fintech,Growth,Cost Optimization,33151242,15939869.2434807,29041006.2502447,44980875.4937253,-11829633.4937253,6401331.59220184,19655255.9966495,0.187236556589956,6051,401.681516788137,1766.5122049855,-0.356838319774727,11829633.4937253,0.541126789396918,0.592896519432047,High,0,Cut operational inefficiencies
Healthcare,Growth,Survival,36808285,16737565.2010541,30288437.4075108,47026002.6085649,-10217717.6085649,15826401.0458314,18662052.6676824,0.353933065231258,17084,444.740243365899,1277.986829089,-0.277592873684958,10217717.6085649,1.54891744439727,0.507006850976142,High,100,Reduce costs and extend runway
Manufacturing,Startup,Cost Optimization,3186176,2259207.24710676,2752164.71093645,5011371.9580432,-1825195.9580432,1354436.32264095,2292962.33246214,0.0919456106866057,18481,79.9786005758676,184.077856782573,-0.572848442158626,1825195.9580432,0.742077209119531,0.719659658619655,High,0,Cut operational inefficiencies
Manufacturing,Growth,Cost Optimization,25146754,11474355.4677957,17177746.3282884,28652101.7960841,-3505347.79608412,7417812.17047085,15973724.8835069,0.210036377964257,59479,383.65741001257,1345.11361132294,-0.139395637149992,3505347.79608412,2.11614156482772,0.635220151416237,High,100,Cut operational inefficiencies
Healthcare,Growth,Growth,21559100,9857522.94579666,8983888.60412517,18841411.5499218,2717688.45007817,3168010.759197,9829046.96408736,0.281229342870345,43972,96.3122138348653,325.312294001404,0.126057602129874,0,21.091717573366,0.455911747897053,Low,100,Invest in expansion
Healthcare,Mature,Growth,221200135,48124130.2718015,82372990.3292393,130497120.601041,90703014.3989591,245787325.3857,127417743.271139,0.220573816442649,39766,304.478756295338,1219.93273330103,0.410049543590736,0,26.3767047546558,0.57602922923686,Low,100,Invest in expansion
Fintech,Mature,Cost Optimization,193669065,50310225.3659942,86326118.7105586,136636344.076553,57032720.9234472,134219558.094672,44610447.68693,0.207475131576327,76093,313.803424407559,1026.3287359217,0.294485445692874,0,26.6749016504316,0.230343693180581,Low,100,Cut operational inefficiencies
Fintech,Mature,Survival,489000043,208845896.94501,201464215.2005,410310112.14551,78689930.85449,680443136.188439,276671778.072411,-0.0237304785428693,65410,323.021770872285,964.044698147145,0.160920089846475,0,29.6746616549934,0.565790907450719,Low,100,Reduce costs and extend runway
SaaS,Growth,Profit Maximization,21591661,6531466.75952196,12148218.1292599,18679684.8887819,2911976.11121812,7791334.27416247,14466253.7654115,0.0660732063274695,53273,283.477125706733,1011.86140215099,0.134865775783443,0,21.5760648928831,0.669992631201994,Low,100,Improve margins
SaaS,Startup,Growth,2254697,1102603.56784226,2555795.86795197,3658399.43579423,-1403702.43579423,1278185.11468031,718199.807146735,0.168697801468961,73609,205.855697464683,558.761572970859,-0.62256810373821,1403702.43579423,0.910581247197949,0.318534954872755,High,0,Stabilize finances
E-commerce,Mature,Growth,423955199,117260247.799413,151850781.144115,269111028.943528,154844170.056472,125999412.447931,59824143.972205,0.14918388636974,45865,65.2456221109677,168.996346041466,0.365237106236011,0,30.7318969811061,0.141109589204979,Low,100,Invest in expansion
Manufacturing,Growth,Cost Optimization,46041777,18947961.0748797,34666590.6246119,53614551.6994916,-7572774.6994916,66553317.033547,5475756.92753643,0.107312061863512,96831,290.781373520146,623.906345181478,-0.164476160411697,7572774.6994916,8.7884982287952,0.11893018220249,Medium,100,Cut operational inefficiencies
SaaS,Startup,Cost Optimization,4427858,2745475.4431629,2076085.70050683,4821561.14366973,-393703.143669731,1714446.67751553,675470.519553905,-0.0817251660759526,90497,426.45416598155,1516.50837793507,-0.0889150337860272,393703.143669731,4.354668498542,0.152550176530933,High,100,Cut operational inefficiencies
SaaS,Growth,Profit Maximization,5703662,2807700.01294561,3291530.40252354,6099230.41546915,-395568.415469148,4411914.46982673,2267830.53283016,0.28267814053312,65255,131.867658722872,595.547270658619,-0.06935341110135,395568.415469148,11.1533537494245,0.397609559056999,Medium,100,Improve margins
Manufacturing,Growth,Cost Optimization,34229010,16647321.8033359,22743411.9605307,39390733.7638666,-5161723.7638666,4639430.7504661,4275959.05341864,0.257986114423699,81344,233.59302291418,801.464455299671,-0.150799680267311,5161723.7638666,0.898814226158966,0.124922077892952,High,100,Cut operational inefficiencies
Manufacturing,Mature,Profit Maximization,73656190,12487195.4142142,25211981.4540884,37699176.8683026,35957013.1316974,89851898.6356254,10520735.6414078,0.226373053925937,79211,94.7486267417053,222.763749168953,0.488173677347381,0,29.3344063645358,0.142835729643467,Low,100,Improve margins
Manufacturing,Startup,Cost Optimization,711213,470897.994217694,356835.134796219,827733.129013914,-116520.129013914,84067.2918361776,48651.8230036791,0.00394312757301366,53494,105.249600348219,480.733261019364,-0.163832957234912,116520.129013914,0.721482996522766,0.0684068246835745,High,100,Cut operational inefficiencies
Healthcare,Growth,Cost Optimization,23786176,12181429.6019785,18079593.0987257,30261022.7007042,-6474846.70070419,11017585.6245694,7225144.35722436,0.195147471257404,14696,205.336465196574,864.142257539199,-0.272210493216909,6474846.70070419,1.70159791171136,0.303753926533814,High,100,Cut operational inefficiencies
SaaS,Growth,Growth,8266402,5965231.95882819,5309456.86067682,11274688.819505,-3008286.81950501,2448164.77093502,5743284.33031877,0.143715599124757,90193,261.979453712217,559.948331177831,-0.36391731487351,3008286.81950501,0.813806966497244,0.69477438071833,High,0,Stabilize finances
E-commerce,Mature,Growth,130218637,62717071.9317178,60341124.3431733,123058196.274891,7160440.72510889,86409188.9020851,22712537.5139075,0.222527083884665,51793,492.980981316598,1646.51488876518,0.0549878334628007,0,16.1203028603593,0.174418485995269,Low,100,Invest in expansion
Healthcare,Mature,Cost Optimization,218787089,97426727.3367734,81496699.2599058,178923426.596679,39863662.4033208,174444865.325885,11757688.1599753,0.102624044013844,78511,142.889572292272,219.83352082744,0.182202992806951,0,15.2852551216514,0.0537403199325681,Low,100,Cut operational inefficiencies
SaaS,Mature,Cost Optimization,468386087,149260081.750689,155396213.544134,304656295.294823,163729791.705177,370954001.101765,214818488.395638,0.319053481589148,89663,396.910119678922,1181.65151968618,0.349561603663041,0,20.49291303747,0.458635502543521,Low,100,Cut operational inefficiencies
Manufacturing,Startup,Profit Maximization,2218324,1195789.09192999,2004890.62814194,3200679.72007193,-982355.720071925,1430849.72521368,512332.995942501,0.0778363582324746,91348,374.689787504858,1362.52806366343,-0.44283689851975,982355.720071925,1.45654949218285,0.23095498941656,High,100,Improve margins
E-commerce,Mature,Profit Maximization,389675799,215119872.713898,198753953.105105,413873825.819002,-24198026.8190022,156227469.170602,9721050.45626482,0.0311320221499125,67398,428.68834713952,1912.99065745929,-0.062097843594855,24198026.8190022,6.45620696014437,0.0249465080490277,Medium,100,Improve margins
Manufacturing,Startup,Profit Maximization,1214593,784818.863403633,989700.654297578,1774519.51770121,-559926.517701211,707059.798356722,341582.575145995,0.106396775303376,160,359.781078392481,1087.22088837958,-0.460999295814492,559926.517701211,1.26277248175273,0.281232128907375,High,100,Improve margins
Manufacturing,Mature,Cost Optimization,262239588,77618587.7857605,53869294.7145646,131487882.500325,130751705.499675,28152821.6998487,21628209.1840169,0.0572982784047054,69726,482.944453593853,2059.78101307942,0.498596365624533,0,28.5734455786954,0.0824749968109959,Low,100,Cut operational inefficiencies
SaaS,Mature,Survival,229963197,130396056.374523,116791953.424203,247188009.798725,-17224812.7987254,228705100.421713,139640247.74217,0.262051664636569,58153,491.259560080995,2290.14072228182,-0.0749024758023582,17224812.7987254,13.2776537599663,0.60722867643108,High,100,Reduce costs and extend runway
Fintech,Mature,Profit Maximization,271602280,90319851.9411492,199326489.527358,289646341.468507,-18044061.4685072,295450383.793316,201039642.061007,-0.00971232743633324,56376,262.9445531366,682.339011246569,-0.0664356038119681,18044061.4685072,16.3738293792101,0.740198653932533,High,100,Improve margins
Healthcare,Mature,Growth,340335602,212242031.592136,146688730.791853,358930762.383989,-18595160.3839887,483948065.829186,129113584.722461,0.331021325494657,25610,254.81465826627,848.155945287611,-0.0546377172259183,18595160.3839887,26.0254849022915,0.379371373325971,Medium,100,Stabilize finances
SaaS,Growth,Profit Maximization,27858903,8063606.42150646,15923081.3994922,23986687.8209986,3872215.17900137,5787254.79161861,15518273.1737423,0.0699374818840331,20762,232.018452356833,812.875988439697,0.138993813898608,0,31.2954475056215,0.557031020702512,Low,100,Improve margins
Fintech,Startup,Cost Optimization,1788472,1275707.93391786,1521587.8073179,2797295.74123576,-1008823.74123576,1247537.69692949,1254313.18534113,0.108753042013946,52493,495.6535910038,743.892439452373,-0.564070190215873,1008823.74123576,1.23662602884555,0.70133230228996,High,0,Cut operational inefficiencies
Healthcare,Startup,Cost Optimization,4177151,4053255.04608581,2709155.22679988,6762410.27288568,-2585259.27288568,2468681.7948763,2563729.06263756,0.100965456804621,74072,265.901597085427,939.337336850307,-0.618904912196299,2585259.27288568,0.954906852387281,0.613750631144902,High,0,Cut operational inefficiencies
Fintech,Mature,Growth,128483721,28589367.6580555,42721615.91495,71310983.5730055,57172737.4269945,106837666.149162,75268005.2563822,-0.0983268189785104,34033,183.651294404697,823.653351683058,0.444980398933142,0,29.1732795656218,0.585817445747716,Low,100,Invest in expansion
Healthcare,Startup,Survival,1370464,738754.246470199,1617491.62397576,2356245.87044596,-985781.870445959,347076.364418645,429372.007140399,-0.0377812213515718,43101,409.095194964523,984.462746669939,-0.719305191851781,985781.870445959,0.352082316407006,0.313304112432285,High,0,Reduce costs and extend runway
Fintech,Growth,Profit Maximization,22687991,14370727.4910984,15553355.1295413,29924082.6206397,-7236091.62063972,30973952.8272596,17954094.664945,0.271676411446812,62311,154.25226562255,740.343190555305,-0.318939284692052,7236091.62063972,4.28048101808325,0.791347927850687,High,0,Improve margins
